planet_name,planet_orbit,distance
Kepler-85 c,12.51,765.025
Kepler-85 d,17.91323,765.025
Kepler-85 e,25.216751,765.025
Kepler-850 b,7.19303878,1661.28
Kepler-851 b,8.50699658,839.255
Kepler-852 b,44.9309804,1619.03
Kepler-853 b,7.16892463,568.676
Kepler-855 b,7.8866311,1506.58
Kepler-856 b,8.02768059,1351.17
Kepler-857 b,85.35129427,983.502
Kepler-858 b,76.13602028,298.532
Kepler-859 b,20.38177573,839.903
Kepler-860 b,5.10137945,1056.36
Kepler-861 b,3.94963138,850.327
Kepler-862 b,3.14866453,1039.03
Kepler-863 b,15.59461874,1499.66
Kepler-864 b,5.83376092,2022.9
Kepler-864 c,2.42150341,2022.9
Kepler-865 b,14.16399294,586.137
Kepler-865 c,6.20920207,586.137
Kepler-866 b,2.61703254,646.667
Kepler-867 b,150.242127,1195.54
Kepler-868 b,5.03251791,1593.13
Kepler-869 b,40.4287755,939.455
Kepler-87 b,114.73635,1232.9
Kepler-87 c,191.2318,1232.9
Kepler-870 b,21.3587621,1259.46
Kepler-871 b,22.0459018,1976.05
Kepler-872 b,2.57885507,879.683
Kepler-873 b,20.5533844,1182.22
Kepler-874 b,40.0686727,1082.16
Kepler-875 b,27.5073799,1242.62
Kepler-876 b,5.14438011,820.913
Kepler-877 b,18.45847097,602.176
Kepler-878 b,25.9422033,791.625
Kepler-879 b,33.3855938,802.672
Kepler-879 c,0.646716,802.672
Kepler-88 d,1403,376.863
Kepler-880 b,7.71468975,601.324
Kepler-880 c,11.8061737,601.324
Kepler-881 b,4.44448017,1375.18
Kepler-882 b,3.98953967,504.605
Kepler-883 b,12.98495573,627.455
Kepler-884 b,5.69919514,476.733
Kepler-885 b,18.11472949,651.318
Kepler-886 b,6.24146367,711.297
Kepler-887 b,20.42228798,886.588
Kepler-887 c,7.63846023,886.588
Kepler-888 b,70.6979061,420.817
Kepler-889 b,3.744439,598.313
Kepler-890 b,52.75875577,1712.12
Kepler-891 b,53.44945593,2340.58
Kepler-892 b,13.7521072,570.727
Kepler-893 b,6.33855761,1285.59
Kepler-894 b,9.803224,1162.91
Kepler-895 b,2.80624233,540.134
Kepler-896 b,144.547396,2334.93
Kepler-896 c,29.5422566,2334.93
Kepler-897 b,8.0472642,1519.25
Kepler-898 b,5.8706191,484.891
Kepler-899 b,19.17891293,1246.43
Kepler-9 b,19.23891,628.257
Kepler-9 c,38.9853,628.257
Kepler-9 d,1.592851,628.257
Kepler-90 i,14.44912,848.254
Kepler-900 b,6.9913086,487.525
Kepler-901 b,3.51749439,253.867
Kepler-902 b,40.1099547,1165.34
Kepler-903 b,10.3507721,1369.24
Kepler-903 c,62.9228557,1369.24
Kepler-904 b,3.02166863,978.125
Kepler-905 b,5.08274652,529.268
Kepler-906 b,41.6979976,757.791
Kepler-907 b,15.86621821,352
Kepler-908 b,1.34059747,290.843
Kepler-909 b,13.93290318,309.596
Kepler-91 b,6.24658,1294.69
Kepler-910 b,2.36436901,400.289
Kepler-911 b,20.310501,556.168
Kepler-912 b,2.53475627,2004.72
Kepler-913 b,10.29672521,991.618
Kepler-913 c,5.93911982,991.618
Kepler-914 b,4.40966548,753.723
Kepler-915 b,4.59489604,849.036
Kepler-916 b,32.2968798,830.712
Kepler-917 b,2.97041437,3460.51
Kepler-918 b,4.85386933,1025.03
Kepler-919 b,11.04603384,1119.87
Kepler-92 b,13.749,477.992
Kepler-92 c,26.723,477.992
Kepler-92 d,49.3568,477.992
Kepler-920 b,6.53192704,1001.68
Kepler-920 c,100.8274113,1001.68
Kepler-921 b,51.300634,934.49
Kepler-922 b,0.93846683,536.323
Kepler-923 b,6.93366476,1000.28
Kepler-924 b,61.0370117,1053.04
Kepler-925 b,33.8678531,611.115
Kepler-926 b,52.0688601,921.361
Kepler-927 b,9.1149903,831.685
Kepler-928 b,3.9324613,508.809
Kepler-929 b,0.92103214,1311.23
Kepler-93 b,4.72673978,95.9115
Kepler-93 c,1460,95.9115
Kepler-930 b,71.4517775,848.396
Kepler-931 b,8.03755877,490
Kepler-932 b,1.9214374,465.612
Kepler-933 b,14.20443009,1017.2
Kepler-934 b,55.6738309,608.738
Kepler-935 b,4.88083852,471.782
Kepler-936 b,10.56134221,823.399
Kepler-937 b,67.668827,1571.46
Kepler-937 c,153.343364,1571.46
Kepler-938 b,52.6298417,1182.05
Kepler-939 b,14.878296,2093.62
Kepler-94 b,2.50806,191.904
Kepler-94 c,820.3,191.904
Kepler-940 b,59.6225257,1260.78
Kepler-941 b,17.42395198,1088.36
Kepler-942 b,44.96417488,216.354
Kepler-943 b,49.7701438,2300.53
Kepler-944 b,43.3167737,1349.43
Kepler-945 b,31.0033814,1651.25
Kepler-946 b,11.79162572,1137.29
Kepler-947 b,26.9644317,1730.78
Kepler-948 b,7.76846622,868.017
Kepler-949 b,8.6893073,486.105
Kepler-949 c,20.99757968,486.105
Kepler-95 b,11.5231,445.656
Kepler-950 b,98.7180406,2161.6
Kepler-951 b,71.52530845,382.509
Kepler-952 b,130.3546919,1304.25
Kepler-953 b,88.40655258,258.893
Kepler-953 c,9.10967112,258.893
Kepler-954 b,16.78176602,215.814
Kepler-955 b,14.53244172,550.383
Kepler-956 b,5.24867263,544.939
Kepler-957 b,5.90741354,824.688
Kepler-958 b,9.7678805,449.773
Kepler-959 b,14.80074836,807.729
Kepler-96 b,16.2385,122.881
Kepler-960 b,3.12686223,284.916
Kepler-961 b,16.87727414,574.314
Kepler-962 b,12.05707239,411.486
Kepler-963 b,9.97683705,771.494
Kepler-963 c,0.919783,771.494
Kepler-964 b,13.5225106,454.626
Kepler-965 b,134.2527298,582.828
Kepler-966 b,99.747622,1027.8
Kepler-967 b,13.22713379,568.546
Kepler-967 c,198.7112502,568.546
Kepler-968 b,3.69298373,290.324
Kepler-968 c,5.70940492,290.324
Kepler-969 b,34.1731714,390.354
Kepler-969 c,1.6829346,390.354
Kepler-97 b,2.58664,400.907
Kepler-97 c,789,400.907
Kepler-970 b,16.736525,331.545
Kepler-971 b,9.59070716,338.522
Kepler-972 b,7.03932553,1198.03
Kepler-973 b,49.6077331,328.52
Kepler-974 b,4.19449651,134.311
Kepler-975 b,1.97034246,426.088
Kepler-975 c,5.05821338,426.088
Kepler-976 b,105.9564148,1012.41
Kepler-977 b,26.85328322,568.751
Kepler-978 b,49.6221509,682.522
Kepler-979 b,8.0880135,576.503
Kepler-98 b,1.54168,350.315
Kepler-980 b,11.55102504,961.468
Kepler-981 b,4.46975774,878.082
Kepler-982 b,15.7738221,801.479
Kepler-983 b,60.0855082,714.437
Kepler-984 b,43.0342272,460.188
Kepler-985 b,116.331901,679.361
Kepler-986 b,56.4349938,548.364
Kepler-987 b,105.3033148,914.126
Kepler-988 b,17.76080053,304.889
Kepler-989 b,7.96431535,491.978
Kepler-99 b,4.60358,208.369
Kepler-990 b,9.91723428,802.163
Kepler-990 c,0.53835431,802.163
Kepler-991 b,82.5342519,389.561
Kepler-992 b,20.16034462,259.639
Kepler-993 b,22.08557563,324.423
Kepler-994 b,1.15116651,188.158
Kepler-995 b,28.26731672,609.638
Kepler-996 b,3.77059058,1216.58
Kepler-997 b,2.70730672,467.568
Kepler-998 b,5.65377733,986.364
Kepler-999 b,5.99185702,545.063
L 168-9 b,1.40152604,25.1496
L 363-38 b,8.781,10.2295
L 98-59 b,2.2531136,10.6194
L 98-59 c,3.6906777,10.6194
L 98-59 d,7.4507245,10.6194
L 98-59 e,12.796,10.6194
LHS 1140 b,24.73723,14.9861
LHS 1140 c,3.77794,14.9861
LHS 1478 b,1.9495378,18.2276
LHS 1678 b,0.8602325,19.8782
LHS 1678 c,3.694284,19.8782
LHS 1678 d,4.9652229,19.8782
LHS 1815 b,3.814334,29.8424
LHS 3154 b,3.71778,15.7606
LHS 3844 b,0.46292913,14.8846
LHS 475 b,2.029088,12.4814
LP 714-47 b,4.052037,52.616
LP 791-18 b,0.9479981,26.4927
LP 791-18 c,4.9899093,26.4927
LP 791-18 d,2.753436,26.4927
LP 890-9 b,2.7299025,32.4298
LP 890-9 c,8.457463,32.4298
LSPM J2116+0234 b,14.4399,17.6297
LTT 1445 A b,5.35876,6.86929
LTT 1445 A c,3.1239035,6.86929
LTT 3780 b,0.76837931,21.9814
LTT 3780 c,12.252284,21.9814
LTT 9779 b,0.792052,80.4373
LkCa 15 b,,158.152
LkCa 15 c,,158.152
Luhman 16 b,9697,
Lupus-TR-3 b,3.91405,773.409
M62H b,0.13293503,
MASCARA-1 b,2.14877381,182.273
MASCARA-4 b,2.82406,170.696
MOA-2007-BLG-192L b,,1000
MOA-2007-BLG-400L b,,6890
MOA-2008-BLG-310L b,,7700
MOA-2008-BLG-379L b,,3300
MOA-2009-BLG-266L b,2800,3040
MOA-2009-BLG-319L b,,7050
MOA-2009-BLG-387L b,1980,5690
MOA-2010-BLG-073L b,,2800
MOA-2010-BLG-117L b,,3500
MOA-2010-BLG-328L b,,810
MOA-2010-BLG-353L b,,6430
MOA-2010-BLG-477L b,,2300
MOA-2011-BLG-028L b,,7380
MOA-2011-BLG-262L b,,7200
MOA-2011-BLG-291L b,,4400
MOA-2011-BLG-293L b,3000,7720
MOA-2011-BLG-322L b,,7560
MOA-2012-BLG-006L b,,5300
MOA-2012-BLG-505L b,,7210
MOA-2013-BLG-220L b,,6720
MOA-2013-BLG-605L b,,850
MOA-2015-BLG-337L b,,7100
MOA-2016-BLG-227L b,,6500
MOA-2016-BLG-319L b,,6800
MOA-2016-BLG-526L b,,6930
MOA-2019-BLG-008L b,,2700
MOA-2020-BLG-135L b,,7900
MOA-2020-BLG-208L b,,7490
MOA-2022-BLG-249L b,,2000
MOA-2022-BLG-563L b,,6530
MOA-bin-1L b,,5100
MOA-bin-29 b,,7120
MWC 758 c,,159.537
MXB 1658-298 b,760,
NGC 2682 Sand 1429 b,77.48,852.793
NGC 2682 Sand 364 b,121.71,817.192
NGC 2682 Sand 978 b,511.21,821.918
NGC 2682 YBP 1194 b,6.959,872.92
NGC 2682 YBP 1514 b,5.118,914.221
NGC 2682 YBP 401 b,4.087,830.822
NGTS-1 b,2.647298,218.121
NGTS-10 b,0.7668944,324.6986504
NGTS-11 b,35.45533,190.422
NGTS-12 b,7.532806,446.442
NGTS-13 b,4.119027,647.595
NGTS-14 A b,3.5357173,322.148
NGTS-15 b,3.27623,786.485
NGTS-16 b,4.84532,898.168
NGTS-17 b,3.24253,1040.28
NGTS-18 b,3.05125,1096.19
NGTS-2 b,4.511164,356.391
NGTS-20 b,54.18915,382.898
NGTS-21 b,1.5433897,592.891
NGTS-23 b,4.0764326,1074.95
NGTS-24 b,3.4678796,683.062
NGTS-25 b,2.823093,521.233
NGTS-26 b,4.5199279,1093.69
NGTS-27 b,3.3704181,942.122
NGTS-3 A b,1.6753728,743.972
NGTS-30 b,98.29838,238.377
NGTS-4 b,1.3373508,280.555
NGTS-5 b,3.3569866,306.779
NGTS-6 b,0.882059,308.262
NGTS-8 b,2.4997,428.976
NGTS-9 b,4.43527,609.128
NN Ser c,5573.55,515.818
NN Ser d,2883.5,515.818
NSVS 14256825 b,3225,820.877
NY Vir b,3160,544.024
NY Vir c,8799,544.024
OGLE-2003-BLG-235L b,,5800
OGLE-2005-BLG-071L b,,3200
OGLE-2005-BLG-169L b,,4100
OGLE-2005-BLG-390L b,3285,6600
OGLE-2006-BLG-109L b,1788.5,1510
OGLE-2006-BLG-109L c,4927.5,1510
OGLE-2006-BLG-284L A b,,4000
OGLE-2007-BLG-349L AB c,2557,2760
OGLE-2007-BLG-368L b,,5900
OGLE-2008-BLG-092L b,,8100
OGLE-2008-BLG-355L b,,6800
OGLE-2011-BLG-0173L b,,6100
OGLE-2011-BLG-0251L b,,2570
OGLE-2011-BLG-0265L b,,4380
OGLE-2012-BLG-0026L b,,4019
OGLE-2012-BLG-0026L c,,4019
OGLE-2012-BLG-0358L b,,1760
OGLE-2012-BLG-0406L b,,4970
OGLE-2012-BLG-0563L b,,1300
OGLE-2012-BLG-0724L b,,6700
OGLE-2012-BLG-0838L b,,6320
OGLE-2012-BLG-0950L b,,2600
OGLE-2013-BLG-0102L b,,3040
OGLE-2013-BLG-0132L b,,3900
OGLE-2013-BLG-0341L B b,,911
OGLE-2013-BLG-0911L b,,3220
OGLE-2013-BLG-1721L b,,6300
OGLE-2013-BLG-1761L b,,6900
OGLE-2014-BLG-0124L b,,3500
OGLE-2014-BLG-0221L b,,3680
OGLE-2014-BLG-0319L b,,7730
OGLE-2014-BLG-0676L b,,2670
OGLE-2014-BLG-1722L b,,6400
OGLE-2014-BLG-1722L c,,6400
OGLE-2014-BLG-1760L b,,6860
OGLE-2015-BLG-0051L b,,8200
OGLE-2015-BLG-0954L b,,1200
OGLE-2015-BLG-0966L b,,3300
OGLE-2015-BLG-1649L b,,4230
OGLE-2015-BLG-1670L b,,6700
OGLE-2015-BLG-1771L b,,7070
OGLE-2016-BLG-0263L b,,6500
OGLE-2016-BLG-0613L AB b,,3410
OGLE-2016-BLG-1067L b,,3730
OGLE-2016-BLG-1093L b,,8120
OGLE-2016-BLG-1190L b,1220,6770
OGLE-2016-BLG-1195L b,,3910
OGLE-2016-BLG-1227L b,,
OGLE-2016-BLG-1598L b,,5910
OGLE-2016-BLG-1800L b,,6480
OGLE-2017-BLG-0173L b,,4705
OGLE-2017-BLG-0373L b,,5915
OGLE-2017-BLG-0406L b,,5200
OGLE-2017-BLG-0448L b,,7530
OGLE-2017-BLG-0482L b,,5800
OGLE-2017-BLG-0604L b,,3950
OGLE-2017-BLG-0640L b,,6630
OGLE-2017-BLG-1049L b,,5670
OGLE-2017-BLG-1099L b,,7250
OGLE-2017-BLG-1140L b,,
OGLE-2017-BLG-1237L b,,6030
OGLE-2017-BLG-1275L b,,7690
OGLE-2017-BLG-1375L b,,3930
OGLE-2017-BLG-1434L b,,860
OGLE-2017-BLG-1522L b,,7490
OGLE-2017-BLG-1691L b,,7290
OGLE-2017-BLG-1806L b,,6400
OGLE-2018-BLG-0298L b,,6540
OGLE-2018-BLG-0383L b,,7700
OGLE-2018-BLG-0506L b,,5600
OGLE-2018-BLG-0516L b,,7000
OGLE-2018-BLG-0532L b,,773
OGLE-2018-BLG-0567L b,,7060
OGLE-2018-BLG-0596L b,,5650
OGLE-2018-BLG-0677L b,,7580
OGLE-2018-BLG-0740L b,5480,3200
OGLE-2018-BLG-0799L b,,4050
OGLE-2018-BLG-0932L b,,6620
OGLE-2018-BLG-0962L b,,6500
OGLE-2018-BLG-0977L b,,6500
OGLE-2018-BLG-1011L b,,7100
OGLE-2018-BLG-1011L c,,7100
OGLE-2018-BLG-1119L b,,5760
OGLE-2018-BLG-1126L b,,5700
OGLE-2018-BLG-1185L b,,7400
OGLE-2018-BLG-1212L b,,1550
OGLE-2018-BLG-1269L b,,2510
OGLE-2018-BLG-1367L b,,5370
OGLE-2018-BLG-1428L b,,6220
OGLE-2018-BLG-1647L b,,7880
OGLE-2018-BLG-1700L b,,7600
OGLE-2019-BLG-0249L b,,6370
OGLE-2019-BLG-0299L b,,5830
OGLE-2019-BLG-0304L b,,6980
OGLE-2019-BLG-0362L b,,5830
OGLE-2019-BLG-0468L b,,4400
OGLE-2019-BLG-0468L c,,4400
OGLE-2019-BLG-0679L b,,5630
OGLE-2019-BLG-0954L b,,3630
OGLE-2019-BLG-0960L b,,980
OGLE-2019-BLG-1053L b,,6800
OGLE-2019-BLG-1180L b,,6070
OGLE-2019-BLG-1470L AB c,,5900
OGLE-2019-BLG-1492L b,,5600
OGLE-2023-BLG-0836L b,,5120
OGLE-TR-10 b,3.101278,1344.97
OGLE-TR-111 b,4.0144463,1068.33
OGLE-TR-113 b,1.4324752,566.459
OGLE-TR-132 b,1.689868,2012.62
OGLE-TR-182 b,3.9791,2501.75
OGLE-TR-211 b,3.67724,1515.26
OGLE-TR-56 b,1.2119189,282.8391387
OGLE2-TR-L9 b,2.4855335,1627.63
Oph 11 b,7300000,136.165592
PDS 70 b,43500,113.064
PDS 70 c,,113.064
PH1 b,138.317,1033.16
PH2 b,282.52542,343.863
POTS-1 b,3.1606296,747.959
PSR B0329+54 b,10140,504.9331206
PSR B1257+12 b,25.262,600
PSR B1257+12 c,66.5419,600
PSR B1257+12 d,98.2114,600
PSR B1620-26 b,,
PSR J1719-1438 b,0.09070629,1200
PSR J2322-2650 b,0.322964,230
PZ Tel b,44000,47.0648
Pr0201 b,4.4264,180.64
Pr0211 b,2.1461,182.714
Pr0211 c,4850,182.714
Proxima Cen b,11.1868,1.30119
Qatar-1 b,1.4200242,185.615
Qatar-10 b,1.645321,559.068
Qatar-2 b,1.33711647,181.374
Qatar-3 b,2.5079204,735.601
Qatar-4 b,1.8053564,329.036
Qatar-5 b,2.8792319,367.658
Qatar-6 b,3.506195,100.848
Qatar-7 b,2.032046,705.981
Qatar-8 b,3.71495,281.498
Qatar-9 b,1.540731,213.771
ROXs 12 b,,136.65
ROXs 42 B b,,143.59
RR Cae b,4343.5,21.1916
Ross 128 b,9.8658,3.37454
Ross 458 c,,11.5094
Ross 508 b,10.77,11.2103
SPECULOOS-3 b,0.71912603,
SR 12 AB c,,112.3172158
SWEEPS-11 b,1.796,8500
SWEEPS-4 b,4.2,8500
TAP 26 b,10.79,121.402
TCP J05074264+2447555 b,,505
TIC 139270665 b,23.624,189.875
TIC 139270665 c,1010,189.875
TIC 172900988 b,200.452,250.956
TIC 237913194 b,15.168865,306.063
TIC 241249530 b,165.7719,324.448
TIC 257060897 b,3.660028,505.703
TIC 279401253 b,76.8,285.584
TIC 279401253 c,155.3,285.584
TIC 365102760 b,4.21285367,555.546
TIC 393818343 b,16.24921,93.7345
TIC 46432937 b,1.44044527,90.5369
TIC 4672985 b,69.048,253.385
TOI-1052 b,9.139703,129.804
TOI-1052 c,35.806,129.804
TOI-1062 b,4.11296,82.1733
TOI-1062 c,7.972,82.1733
TOI-1064 b,6.443868,68.0726
TOI-1064 c,12.226574,68.0726
TOI-1075 b,0.6047328,61.4592
TOI-1107 b,4.0782387,281.314
TOI-1130 b,4.074554,58.2609
TOI-1130 c,8.3501898,58.2609
TOI-1135 b,8.0277283,114.048
TOI-1136 b,4.1727,84.5362
TOI-1136 c,6.2574,84.5362
TOI-1136 d,12.5199,84.5362
TOI-1136 e,18.801,84.5362
TOI-1136 f,26.321,84.5362
TOI-1136 g,39.545,84.5362
TOI-1173 b,7.06466,132.353
TOI-1174 b,8.953458,94.6375
TOI-1180 b,9.686753,72.0238
TOI-1181 b,2.103189,302.819
TOI-1184 b,5.748432,58.5946
TOI-1194 b,2.3106446,149.667
TOI-1199 b,3.671463,248.427
TOI-1201 b,2.4919863,37.8871
TOI-122 b,5.07803,62.118
TOI-1221 b,91.68278,138.411
TOI-1224 b,4.1782745,37.3312
TOI-1224 c,17.945466,37.3312
TOI-1227 b,27.36397,100.641
TOI-1231 b,24.245586,27.6227
TOI-1235 b,3.444714,39.6345
TOI-1244 b,6.4003,102.551
TOI-1246 b,4.30744,169.422
TOI-1246 c,5.904137,169.422
TOI-1246 d,18.654874,169.422
TOI-1246 e,37.92548,169.422
TOI-1248 b,4.3601561,168.735
TOI-1249 b,13.079151,139.49
TOI-125 b,4.65382,111.059
TOI-125 c,9.15059,111.059
TOI-125 d,19.98,111.059
TOI-1259 A b,3.477978,118.106
TOI-1260 b,3.127463,73.5977
TOI-1260 c,7.493134,73.5977
TOI-1260 d,16.608164,73.5977
TOI-1266 b,10.894841,36.0118
TOI-1266 c,18.801611,36.0118
TOI-1268 b,8.1577094,109.557
TOI-1269 b,4.2529913,172.138
TOI-1272 b,3.31599,137.572
TOI-1272 c,8.6811,137.572
TOI-1273 b,4.631296,177.118
TOI-1278 b,14.47567,75.5759
TOI-1279 b,9.61419,107.055
TOI-128.01,4.9404681,68.4727
TOI-1288 b,2.6998279,114.865
TOI-1288 c,416,114.865
TOI-1294 b,3.915292,332.648
TOI-1294 c,159.9,332.648
TOI-1296 b,3.9443736,323.265
TOI-1298 b,4.537143,319.036
TOI-132 b,2.1097019,163.678
TOI-1333 b,4.720219,200.492
TOI-1338 b,95.4001,399.017
TOI-1338 c,215.79,399.017
TOI-1347 b,0.84742346,147.476
TOI-1347 c,4.841962,147.476
TOI-1386 b,25.8401,146.858
TOI-1386 c,232,146.858
TOI-139 b,11.07085,42.4061
TOI-1408 b,4.42587,139.484
TOI-1408 c,2.1664,139.484
TOI-1410 c,47.56,72.7512
TOI-1410.01,1.21687,72.7512
TOI-1411 b,1.4520527,32.4778
TOI-1416 b,1.0697568,55.0135
TOI-1420 b,6.9561063,201.918
TOI-1422 b,12.9972,155.141
TOI-1431 b,2.650237,148.925
TOI-1437 b,18.840942,103.297
TOI-1439 b,27.644,230.306
TOI-1442 b,0.4090677,41.1659
TOI-1443 b,23.540678,85.8034
TOI-1444 b,0.4702743,125.463
TOI-1448 b,8.112245,73.3345
TOI-1450 A b,2.0439274,22.4467
TOI-1450 A c,5.0688,22.4467
TOI-1451 b,16.537944,91.9362
TOI-1452 b,11.06201,30.5212
TOI-1467 b,5.97199,37.4418
TOI-1468 b,1.8805136,24.7399
TOI-1468 c,15.532482,24.7399
TOI-1470 b,2.527093,51.9503
TOI-1470 c,18.08816,51.9503
TOI-1472 b,6.36381,121.84
TOI-1478 b,10.180249,152.892
TOI-150.01,5.857487,336.267
TOI-1516 b,2.056014,247.054
TOI-1518 b,1.902603,225.888
TOI-157 b,2.0845435,355.683
TOI-1601 b,5.33175,336.608
TOI-163 b,4.231306,411.719
TOI-1634 b,0.9893455,35.2736
TOI-1634 c,103,35.2736
TOI-1669 b,500,111.276
TOI-1669 c,2.6800535,111.276
TOI-1670 b,10.98462,168.067
TOI-1670 c,40.74976,168.067
TOI-1680 b,4.8026345,37.2209
TOI-1683.01,3.0575356,51.1884
TOI-1685 b,0.66913924,37.6153
TOI-169 b,2.2554477,407.84
TOI-1691 b,16.7369,111.445
TOI-1693 b,1.7666957,30.7947
TOI-1694 b,3.770107,124.68
TOI-1694 c,393.1,124.68
TOI-1695 b,3.1342791,45.1309
TOI-1696 b,2.500311,64.9172
TOI-1710 b,24.283377,81.2271
TOI-172 b,9.47725,342.831
TOI-1723 b,13.72641,100.727
TOI-1728 b,3.49151,60.798
TOI-1736 b,7.073076,88.9482
TOI-1736 c,571.25,88.9482
TOI-1739 b,8.303342,70.9819
TOI-1742 b,21.269084,72.8871
TOI-1749 b,2.38839,99.5561
TOI-1749 c,4.4929,99.5561
TOI-1749 d,9.0497,99.5561
TOI-1751 b,37.46852,113.335
TOI-1753 b,5.3846104,226.671
TOI-1758 b,20.705127,96.6215
TOI-1759 b,18.85019,40.0654
TOI-1775 b,10.2405549,149.234
TOI-1776 b,2.799868,44.647
TOI-178 b,1.914558,62.699
TOI-178 c,3.23845,62.699
TOI-178 d,6.5577,62.699
TOI-178 e,9.961881,62.699
TOI-178 f,15.231915,62.699
TOI-178 g,20.7095,62.699
TOI-1789 b,3.208664,229.067
TOI-1794 b,8.765528,155.791
TOI-1798.01,8.02154,113.181
TOI-1798.02,0.4378146,113.181
TOI-1799 b,7.085738,62.1274
TOI-1801 b,10.64387,30.6796
TOI-1806.01,15.1454693,55.5211
TOI-1807 b,0.54937097,42.5775
TOI-181 b,4.532,96.2338
TOI-1811 b,3.7130765,128.23
TOI-1820 b,4.860674,248.504
TOI-1823 b,38.8,71.6456
TOI-1824 b,22.808533,59.4314
TOI-1836 b,20.380845,191.649
TOI-1836 c,1.7727471,191.649
TOI-1842 b,9.5739181,223.465
TOI-1853 b,1.2436258,165.105
TOI-1855 b,1.36414864,176.833
TOI-1859 b,63.48347,224.385
TOI-1860 b,1.0662107,45.864
TOI-1883 b,4.50638,115.369
TOI-1898 b,45.52234,79.6682
TOI-1899 b,29.090312,128.438
TOI-1937 A b,0.94667944,415.135
TOI-198 b,10.2152,23.7262
TOI-199 b,104.854,102.27
TOI-199 c,273.69,102.27
TOI-1994 b,4.0337142,515.603
TOI-2000 b,3.09833,175.713
TOI-2000 c,9.127055,175.713
TOI-201 b,52.97818,113.825
TOI-2010 b,141.834025,109.19
TOI-2015 b,3.348968,47.3444
TOI-2018 b,7.435583,27.9956
TOI-2019 b,15.3444,198.007
TOI-2025 b,8.8720982,335.985
TOI-2046 b,1.4971842,289.668
TOI-2048 b,13.79019,116.567
TOI-206 b,0.7363104,47.7465
TOI-2068 b,7.768915,52.9328
TOI-2076 b,10.355096,41.9091
TOI-2076 c,21.015327,41.9091
TOI-2076 d,35.125686,41.9091
TOI-2081 b,10.50534,62.3446
TOI-2084 b,6.0784247,114.549
TOI-2088 b,124.72997,126.46
TOI-2095 b,17.66484,41.9176
TOI-2095 c,28.17232,41.9176
TOI-2096 b,3.1190633,48.4809
TOI-2096 c,6.38784,48.4809
TOI-2107 b,2.4545467,236.705
TOI-2109 b,0.67247414,262.041
TOI-2120 b,5.7998164,32.1755
TOI-2128 b,16.34136,36.578
TOI-2134 b,9.2292005,22.6202
TOI-2134 c,95.5,22.6202
TOI-2136 b,7.851928,33.3631
TOI-2141 b,18.26157,77.682
TOI-2145 b,10.261127,224.731
TOI-2152 A b,3.3773512,303.006
TOI-2154 b,3.8240801,296.46
TOI-2158 b,8.60077,198.473
TOI-216.01,34.525528,177.945
TOI-216.02,17.16073,177.945
TOI-2180 b,260.79,116.685
TOI-2184 b,6.90683,788.317
TOI-2193 A b,2.1225735,337.064
TOI-2194 b,15.337597,19.5711
TOI-2196 b,1.1947268,259.947
TOI-220 b,10.695264,90.7402
TOI-2202 b,11.9101,235.933
TOI-2202 c,24.6744,235.933
TOI-2207 b,8.001968,373.345
TOI-2236 b,3.5315902,355.59
TOI-2257 b,35.189346,57.7911
TOI-2260 b,0.3524728,101.251
TOI-2266 b,2.326318,51.6004
TOI-2274 b,2.67963,48.876
TOI-2285 b,27.26955,42.409
TOI-2337 b,2.99432,536.046
TOI-2338 b,22.65398,313.996
TOI-2364 b,4.0197517,219.614
TOI-2368 b,5.1750073,210.915
TOI-237 b,5.436098,38.0749
TOI-2373 b,13.33668,508.686
TOI-2374 b,4.31361,134.655
TOI-2379 b,5.4693827,211.247
TOI-238 b,1.273114,80.5407
TOI-238 c,8.465651,80.5407
TOI-2384 b,2.13570304,191.51
TOI-2406 b,3.0766891,55.419
TOI-2411 b,0.7826942,59.5362
TOI-2416 b,8.275479,557.733
TOI-2420 b,5.842641,435.174
TOI-2421 b,4.3474032,327.927
TOI-2427 b,1.3060011,28.5147
TOI-244 b,7.397225,22.0337
TOI-2443 b,15.669494,23.9258
TOI-2445 b,0.3711281,48.582
TOI-2447 b,69.33684,148.987
TOI-2459 b,19.104718,36.6113
TOI-2485 b,11.23479,397.953
TOI-2497 b,10.655669,285.289
TOI-2498 b,3.738252,275.265
TOI-251 b,4.93777,99.523
TOI-2524 b,7.18585,438.842
TOI-2525 b,23.2856,395.398
TOI-2525 c,49.2519,395.398
TOI-2529 b,64.5949,296.271
TOI-2545 b,7.994037,107.118
TOI-2567 b,5.983944,504.775
TOI-257 b,18.38818,76.9028
TOI-2570 b,2.9887615,361.857
TOI-2583 A b,4.5207265,566.189
TOI-2587 A b,5.45664,373.675
TOI-2589 b,61.6277,200.273
TOI-260 b,13.475853,20.1852
TOI-261.01,3.3639254,114.495
TOI-262 b,11.14529,43.932
TOI-2641 b,4.880974,344.045
TOI-2669 b,6.2034,393.443
TOI-269 b,3.6977104,57.0225
TOI-270 b,3.3601538,22.4793
TOI-270 c,5.6605731,22.4793
TOI-270 d,11.379573,22.4793
TOI-2714 b,2.499387,597.873
TOI-2768 b,1.50801,78.4525
TOI-277 b,3.994,64.6692
TOI-2796 b,4.8084983,350.343
TOI-2803 A b,1.96229325,494.818
TOI-2818 b,4.039709,312.674
TOI-2842 b,3.5514058,460.995
